"date","date2","max.hour","max2.hour","max3.hour","max.NO2","max2.NO2","max3.NO2","max.NOx","max2.NOx","max3.NOx","max.CO","max2.CO","max3.CO","meanNO2","aqhi_daymax","ws_SF","ws_KP","wd_wgl","UV_Max"
2016-04-08,2016-04-08,14,13,15,100,71,60,442,361,302,300,350,260,348.333333333333,5,6.5,4.7,40,8
2016-04-09,2016-04-09,11,12,18,104,73,66,319,273,196,200,260,120,208.333333333333,4,7.8,6.4,200,3
2016-04-10,2016-04-10,11,12,16,83,70,59,286,247,455,340,340,960,298.333333333333,6,10,9,190,1
2016-04-11,2016-04-11,6,21,17,36,31,29,86,63,93,190,120,290,160,4,18.7,12.4,70,3
2016-04-12,2016-04-12,19,23,1,42,35,24,244,147,33,510,390,210,172.083333333333,4,20.3,13.5,70,1
2016-04-13,2016-04-13,3,16,15,49,47,46,214,466,527,1360,800,960,420.434782608696,6,9.3,4.9,40,0.4
2016-04-14,2016-04-14,19,4,18,56,43,41,386,154,323,620,NA,560,420.454545454545,5,9,5.8,30,0.6
2016-04-15,2016-04-15,22,0,6,41,39,26,97,316,54,180,940,200,140.869565217391,5,16.6,16.4,30,0.7
2016-04-16,2016-04-16,17,22,16,76,54,52,378,247,203,380,430,220,245,4,8,7,210,6
2016-04-17,2016-04-17,21,9,0,34,29,25,172,166,207,500,450,1090,410,3,8.5,7.3,190,4
2016-04-18,2016-04-18,3,6,5,28,20,17,65,82,35,530,230,340,154.583333333333,6,11.4,6.7,80,5
2016-04-19,2016-04-19,21,20,22,42,28,25,100,69,50,170,190,170,162.105263157895,5,22.2,16.5,70,2
2016-04-20,2016-04-20,3,4,1,30,29,28,44,48,48,350,640,400,177.142857142857,5,17.3,13,40,5
2016-04-21,2016-04-21,13,22,8,70,58,49,337,274,234,370,750,280,307.916666666667,5,3.3,3.3,30,9
2016-04-22,2016-04-22,13,22,21,47,47,41,230,132,76,150,360,310,349.166666666667,6,6.6,3.5,300,8
2016-04-23,2016-04-23,20,21,22,30,30,26,37,-11,-28,-40,80,280,298.947368421053,4,6.2,5.1,240,5
2016-04-24,2016-04-24,11,13,15,53,45,38,266,152,163,560,450,260,319.565217391304,5,3.8,2.4,190,6
2016-04-25,2016-04-25,17,11,13,50,41,39,177,229,147,110,140,200,168.125,4,5.4,4.6,180,7
2016-04-26,2016-04-26,7,17,16,32,32,24,135,94,81,180,180,110,93,3,9,9.4,200,6
2016-04-27,2016-04-27,22,17,6,41,40,29,175,230,82,410,60,220,115,7,8.4,6.3,230,8
2016-04-28,2016-04-28,22,20,3,21,10,3,52,30,-24,50,-100,310,-11.1764705882353,6,6.9,5.3,50,9
2016-04-29,2016-04-29,12,6,13,48,46,38,85,74,82,310,40,100,55.8333333333333,6,18.3,13.1,90,8
2016-04-30,2016-04-30,13,16,18,75,67,52,175,169,111,30,140,70,32.9166666666667,7,22.3,15.4,60,5
2016-05-01,2016-05-01,3,2,4,57,43,37,119,85,60,350,170,130,162.608695652174,5,19.1,14.3,50,6
2016-05-02,2016-05-02,10,22,21,75,55,43,416,232,219,480,320,340,214.583333333333,5,10,9.3,50,7
2016-05-03,2016-05-03,16,7,20,39,26,25,142,80,157,-150,60,40,66.25,5,6.6,5.4,220,8
2016-05-04,2016-05-04,18,22,16,25,25,22,146,162,213,220,70,210,78.8888888888889,4,7.3,6.7,40,8
2016-05-05,2016-05-05,13,9,16,37,31,30,137,197,149,60,-190,-60,-4.34782608695652,3,7.5,6.8,180,7
2016-05-06,2016-05-06,17,22,23,53,37,31,258,148,130,-130,80,180,0.416666666666667,4,8,7.8,190,9
2016-05-07,2016-05-07,15,16,13,99,97,78,408,513,325,-540,-60,30,2.5,5,7,7.5,170,9
2016-05-08,2016-05-08,18,13,22,58,53,52,284,199,248,360,210,430,232.916666666667,4,8,6.8,150,8
2016-05-09,2016-05-09,21,19,0,36,31,30,128,137,134,190,10,320,43.9130434782609,3,7.6,7.8,170,7
2016-05-10,2016-05-10,20,0,2,21,19,14,227,54,44,360,120,590,77,5,9.9,5.5,220,2
2016-05-11,2016-05-11,16,20,22,24,14,8,69,29,15,50,60,20,121.666666666667,5,13.3,9.3,80,9
2016-05-12,2016-05-12,21,20,22,51,33,30,129,92,69,180,90,70,16.5217391304348,5,18.5,12.8,70,8
2016-05-13,2016-05-13,12,2,3,39,31,30,116,55,52,-20,620,250,61.25,5,18,12.4,50,6
2016-05-14,2016-05-14,17,22,19,32,32,31,85,99,75,270,140,110,160.833333333333,4,17.3,12.3,70,5
2016-05-15,2016-05-15,21,16,22,74,64,57,270,286,239,320,420,400,201.25,5,12,7.6,50,10
2016-05-16,2016-05-16,21,13,19,37,25,21,81,122,94,90,90,-30,80,9,12.7,9.4,10,9
2016-05-17,2016-05-17,16,22,12,39,36,27,121,64,70,30,50,80,22.9166666666667,5,21.7,14,80,5
2016-05-18,2016-05-18,19,18,10,45,41,24,138,136,47,-30,-70,60,17.3913043478261,6,19.9,14.6,70,10
2016-05-19,2016-05-19,21,1,5,22,18,15,68,30,23,0,-30,-30,-36.25,5,16.1,12,70,9
2016-05-20,2016-05-20,16,18,19,56,33,23,375,207,129,50,150,80,-99.1304347826087,5,14.4,10.3,40,4
2016-05-21,2016-05-21,16,15,13,102,83,72,458,326,350,30,190,310,54.5833333333333,8,12.7,7.2,230,5
2016-05-22,2016-05-22,14,15,12,57,54,26,155,184,85,360,290,230,210.526315789474,5,6,4.5,20,10
2016-05-23,2016-05-23,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.6,3.5,20,7
2016-05-24,2016-05-24,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.8,6,180,9
2016-05-25,2016-05-25,13,21,19,31,23,19,53,50,41,40,-30,20,-6.15384615384615,4,15,10.5,100,12
2016-05-26,2016-05-26,21,22,15,35,24,23,87,60,48,100,80,30,32.6086956521739,4,17.6,12.6,70,5
2016-05-27,2016-05-27,22,23,0,39,26,21,135,68,48,140,-90,60,-8.75,4,18.3,14,130,7
2016-05-28,2016-05-28,16,17,12,35,31,30,160,135,88,80,70,40,27.5,4,9.7,9.8,200,5
2016-05-29,2016-05-29,13,15,10,73,64,61,248,208,195,260,300,210,150,4,9,6.4,210,8
2016-05-30,2016-05-30,13,12,16,89,75,66,345,308,236,350,210,80,87.0833333333333,4,9.1,7.5,220,12
2016-05-31,2016-05-31,22,13,10,48,45,43,154,163,197,110,150,0,45,4,11.1,7.7,220,11
2016-06-01,2016-06-01,15,6,3,40.18,22,21.43,126.66,73.86,57.97,34.9400000000001,395.97,174.69,17.1626315789474,4,16.5,8.8,230,10
2016-06-02,2016-06-02,7,6,15,46.49,33.48,33.1,176.98,118.04,109.44,104.81,291.15,128.11,88.7995833333333,3,14.4,9.3,230,12
2016-06-03,2016-06-03,22,23,21,54.15,42.85,37.12,198.79,189.41,137.57,128.11,186.34,93.1700000000001,20.38125,4,14.7,9.3,220,10
2016-06-04,2016-06-04,12,14,11,91.27,74.61,66.2,402.36,335.21,229.6,197.98,58.23,151.4,94.1379166666667,5,11.4,8.3,220,11
2016-06-05,2016-06-05,16,14,15,109.05,72.13,61.8,329.85,337.89,210.27,163.05,232.92,23.3000000000001,96.08,6,7.9,5.3,20,7
2016-06-06,2016-06-06,19,20,22,32.33,30.99,27.55,92.41,70.98,92.8,0,-11.65,11.64,49.4941666666667,5,5.5,4.6,20,3
2016-06-07,2016-06-07,21,22,18,39.03,38.84,31,105.99,119.2,89.55,-81.52,0,-128.11,32.9975,5,6.2,4.8,20,9
2016-06-08,2016-06-08,2,11,1,31.95,25.64,25.45,149.05,187.31,107.53,454.2,267.86,430.9,93.16875,5,7.5,7,120,10
2016-06-09,2016-06-09,10,14,11,23.92,19.9,17.6,56.63,66.01,34.06,-34.94,69.87,11.65,16.7104347826087,3,10.4,7.7,120,11
2016-06-10,2016-06-10,13,16,12,49.75,40.76,38.07,149.04,129.91,144.07,11.64,151.39,0,-21.35125,4,5.8,6.2,130,9
2016-06-11,2016-06-11,13,15,21,36.74,34.25,32.91,197.83,120.15,95.09,139.75,58.23,81.52,42.21625,4,6.5,5.9,230,2
2016-06-12,2016-06-12,19,13,22,43.05,42.86,31.57,232.46,200.32,120.16,384.32,-139.75,186.34,-72.3020833333333,4,13.1,6.4,220,1
2016-06-13,2016-06-13,18,23,22,36.54,27.55,26.21,113.26,86.1,75.58,-34.9400000000001,104.81,128.1,-87.345,4,13.8,7.4,220,6
2016-06-14,2016-06-14,15,12,7,57.21,40.37,27.94,214.67,146.36,147.51,-81.52,-23.3,-104.82,-70.3616666666667,4,14.6,8.1,220,10
2016-06-15,2016-06-15,14,9,16,58.35,40.75,38.07,263.65,129.72,189.8,-34.9399999999999,0,-58.23,12.7547619047619,4,14.2,11.2,210,7
2016-06-16,2016-06-16,11,22,8,42.47,34.05,23.92,198.02,116.52,72.51,-442.55,-221.28,-151.4,-93.1691666666667,4,12.2,7.2,230,6
2016-06-17,2016-06-17,17,16,22,54.15,49.56,42.85,247.38,207.59,177.36,128.1,-104.81,221.27,31.0566666666667,4,8.3,6.8,220,11
2016-06-18,2016-06-18,19,12,20,90.11,66.2,61.99,432.59,307.28,285.85,34.9299999999999,34.9400000000001,279.51,5.82375000000001,4,7.3,6.3,200,4
2016-06-19,2016-06-19,23,22,14,39.03,37.69,34.43,173.53,157.85,113.46,279.51,128.11,116.46,61.62625,3,9.8,8.4,130,12
2016-06-20,2016-06-20,18,19,12,94.13,50.32,49.55,389.54,197.06,156.12,58.23,93.17,151.39,42.7016666666667,4,7.1,6.7,170,12
2016-06-21,2016-06-21,22,18,21,50.7,33.86,31.57,222.32,97.2,135.27,221.27,-69.88,186.34,-56.775,3,6.6,6.1,200,11
2016-06-22,2016-06-22,16,12,9,37.69,34.82,28.89,153.82,115.37,65.05,11.65,-69.8800000000001,-232.92,-58.23,4,5.2,8.2,220,12
2016-06-23,2016-06-23,22,17,9,71.75,69.26,52.61,293.68,303.44,268.44,244.56,-104.82,-58.23,-75.4465217391304,4,6.8,8.3,210,11
2016-06-24,2016-06-24,22,20,12,58.55,48.21,44.77,40.37,172,182.91,-139.75,81.52,34.9399999999999,-27.1741666666667,4,6.6,5.9,180,12
2016-06-25,2016-06-25,13,14,16,153.44,98.16,75.77,713.66,388.96,331.96,104.82,58.23,-46.58,-71.33125,5,7.5,6.8,150,12
2016-06-26,2016-06-26,18,10,22,46.49,40.18,37.89,172.39,155.55,164.54,395.96,337.74,407.62,317.031666666667,4,9.8,7,160,11
2016-06-27,2016-06-27,13,6,20,13.97,12.25,10.33,38.84,44.38,21.81,58.23,139.76,139.75,115.976666666667,3,10.7,8.8,60,12
2016-06-28,2016-06-28,18,13,17,44.58,40.56,39.22,172.58,154.02,166.08,232.92,174.69,349.38,146.545,4,11.9,9.5,220,10
2016-06-29,2016-06-29,22,16,10,36.16,27.55,23.91,135.27,94.89,70.02,23.2900000000001,139.75,256.21,19.5863636363636,3,12.2,8.6,160,11
2016-06-30,2016-06-30,18,22,23,68.3,40.37,38.84,280.49,160.72,177.93,104.81,11.65,116.46,-9.42857142857142,4,12,9.1,190,10
2016-07-01,2016-07-01,13,20,21,42.28,29.08,27.17,163.2,124.56,131.63,69.8799999999999,186.33,209.63,58.2304347826087,3,9.1,8.3,190,9
2016-07-02,2016-07-02,20,13,14,59.31,48.03,44.19,269.01,201.85,145.98,442.55,128.1,197.98,32.5116666666667,3,9,7,200,9
2016-07-03,2016-07-03,13,22,17,32.91,31.38,29.09,112.5,134.88,102.75,69.88,104.81,81.53,1.45749999999999,3,9.5,7.7,190,7
2016-07-04,2016-07-04,20,23,21,22.76,21.43,14.92,101.41,66.39,43.62,-23.29,-58.23,-128.1,-131.5025,3,13,12.5,180,11
2016-07-05,2016-07-05,0,22,21,20.66,19.14,10.14,73.85,107.91,49.36,23.29,-174.69,-232.92,-172.9435,3,14.7,10.5,120,12
2016-07-06,2016-07-06,23,21,22,30.23,15.69,14.74,118.24,72.7,61.03,-23.3,-151.4,-163.05,-183.426666666667,4,8.3,6.5,40,3
2016-07-07,2016-07-07,17,18,16,62.94,61.42,53,303.64,243.17,240.89,-314.45,-256.21,-128.11,-203.045217391304,6,9.9,8.2,60,11
2016-07-08,2016-07-08,13,15,14,163.39,163.39,159.38,224.62,278.95,227.49,-34.9299999999998,-104.81,-81.52,-225.64125,11,16,8.8,280,8
2016-07-09,2016-07-09,12,14,13,125.13,118.82,95.28,345.54,201.65,217.73,-209.62,-116.46,-197.98,-293.576666666667,11,13.3,10.1,280,9
2016-07-10,2016-07-10,16,15,20,94.33,89.35,83.61,368.69,350.13,358.93,128.11,-34.9400000000001,58.23,-119.85625,5,10.8,8.1,240,7
2016-07-11,2016-07-11,13,14,18,52.04,33.67,30.04,371.75,178.12,119.39,-232.92,-81.52,-372.68,-239.229583333333,5,10.5,7,240,8
2016-07-12,2016-07-12,22,23,11,48.98,39.8,33.48,196.68,187.12,181.57,-209.63,46.5799999999999,-314.44,-179.594736842105,4,6,5.5,230,6
2016-07-13,2016-07-13,16,11,21,33.1,31.38,31,160.34,178.89,153.07,-151.4,-23.29,-384.32,-195.450434782609,4,6.2,4.8,160,9
2016-07-14,2016-07-14,16,0,14,43.24,40.75,32.91,146.55,101.02,107.91,-46.59,-314.45,-209.63,-242.625416666667,3,5.8,4.1,230,3
2016-07-15,2016-07-15,22,14,12,54.72,48.6,47.83,220.79,151.35,189.41,-232.92,-302.8,0,-197.475217391304,4,10.6,6.9,230,11
2016-07-16,2016-07-16,10,13,15,44.19,43.82,43.05,193.24,183.1,154.21,-139.75,-163.04,-197.98,-203.319166666667,4,12.5,7.5,240,12
2016-07-17,2016-07-17,12,13,10,97,85.71,69.07,442.16,344.58,307.27,0,34.9300000000001,-81.53,-158.194583333333,4,10.2,9.2,230,12
2016-07-18,2016-07-18,8,12,16,75.19,52.81,39.03,324.68,199.56,127.8,-69.8799999999999,-361.03,104.81,-162.560416666667,4,10.8,8.2,230,12
2016-07-19,2016-07-19,18,20,21,54.34,32.91,25.26,202.24,130.1,123.41,69.87,-34.9400000000001,23.29,-153.145,3,9.9,9.2,220,8
2016-07-20,2016-07-20,21,22,17,34.05,31.76,30.42,135.27,98.92,87.63,-104.82,-23.29,-58.23,-86.2863636363636,3,9.1,8.5,220,10
2016-07-21,2016-07-21,13,14,7,57.01,34.63,23.15,290.05,123.4,100.25,104.82,11.65,104.82,-29.6440909090909,3,6.4,7.4,220,12
2016-07-22,2016-07-22,20,7,8,25.83,25.44,16.64,73.85,135.84,28.7,-384.32,104.81,-163.05,-28.1968421052632,4,8.2,7.7,240,12
2016-07-23,2016-07-23,15,14,12,96.62,91.45,40.56,326.41,340.18,229.4,58.23,128.11,34.9299999999999,-24.7491666666667,6,9,9.5,250,12
2016-07-24,2016-07-24,14,13,15,66.96,64.09,46.11,219.65,286.8,229.4,34.9400000000001,93.1700000000001,-34.9300000000001,28.6308333333333,5,8.1,8.3,240,12
2016-07-25,2016-07-25,22,19,13,47.64,28.51,23.73,196.3,117.28,96.63,93.17,-46.59,-186.34,-93.1670833333333,4,8.2,7.8,140,11
2016-07-26,2016-07-26,7,1,22,18.94,15.11,13.77,103.89,50.89,60.27,-69.88,-69.88,-116.46,-158.191666666667,3,10.3,8.7,60,11
2016-07-27,2016-07-27,13,14,17,41.33,25.83,23.92,150.38,89.73,95.86,-81.52,0,58.23,-117.471739130435,3,6,6.8,200,12
2016-07-28,2016-07-28,14,15,9,76.73,71.75,67.34,398.54,391.45,438.91,209.62,139.75,-58.2299999999999,-37.71,4,8.3,8.4,240,12
2016-07-29,2016-07-29,13,15,14,63.71,49.17,37.31,281.63,202.42,104.27,0,-34.9399999999999,-81.52,-256.213333333333,6,11.3,10,260,11
2016-07-30,2016-07-30,18,13,14,66.2,61.03,56.06,372.52,263.07,259.64,116.46,69.88,46.58,-27.5263636363636,7,11.6,7.4,270,9
2016-07-31,2016-07-31,16,11,15,43.43,29.46,25.45,80.55,51.85,53.38,-23.2900000000001,0,-69.87,-30.0845833333333,5,9.5,7.4,50,9
2016-08-01,2016-08-01,10,7,9,83.41,51.46,43.62,227.3,233.42,180.42,-93.17,11.65,-151.4,-95.59375,11,12.3,9.3,290,5
2016-08-02,2016-08-02,18,22,21,43.24,36.35,28.89,156.32,108.67,83.42,-174.69,-361.02,-279.51,-232.92125,4,23.9,19.1,190,6
2016-08-03,2016-08-03,0,22,17,29.47,26.98,24.49,73.28,99.49,135.65,-174.69,-221.28,81.5200000000001,-170.8075,4,11.6,7.5,120,5
2016-08-04,2016-08-04,7,22,11,16.84,11.67,7.27,74.24,47.07,21.24,-81.52,-174.69,-244.56,-246.085217391304,3,9.5,8.8,60,6
2016-08-05,2016-08-05,3,16,17,51.09,34.44,27.55,283.73,234.56,204.14,-46.58,-46.59,-93.17,-182.454166666667,4,7.4,6.3,50,11
2016-08-06,2016-08-06,14,15,11,82.85,72.9,60.27,257.15,312.82,256,81.52,104.81,221.28,-41.7316666666667,6,9.4,8.5,250,11
2016-08-07,2016-08-07,13,14,15,102.17,87.25,84.95,386.1,291.39,251.4,209.63,-11.65,0,31.0575,6,5.9,7.9,250,11
2016-08-08,2016-08-08,18,1,2,49.17,45.73,38.46,209.88,106.18,81.31,-174.69,174.69,-23.29,-143.150833333333,5,7.4,7.6,240,10
2016-08-09,2016-08-09,8,13,23,29.46,28.7,27.94,121.68,152.3,86.48,-232.92,-151.39,-407.61,-187.306666666667,6,6.7,5.6,260,7
2016-08-10,2016-08-10,16,6,13,28.89,26.21,20.28,244.14,105.8,93.37,221.28,-11.6400000000001,81.52,-76.2281818181818,5,6.5,5.5,70,4
2016-08-11,2016-08-11,22,23,3,19.14,13.58,7.65,37.5,13.97,12.63,58.23,46.59,-23.3,-85.4041666666666,5,5.1,4.8,240,4
2016-08-12,2016-08-12,16,18,15,54.14,45.92,42.67,162.25,123.21,179.66,-128.11,34.9400000000001,69.8799999999999,-42.0273913043478,6,5.8,5.8,250,6
2016-08-13,2016-08-13,21,23,0,34.63,23.34,22.77,152.29,115.56,138.52,267.86,0,384.32,11.6475,3,9.7,7.9,70,10
2016-08-14,2016-08-14,22,20,10,39.6,27.17,20.66,163.01,95.86,89.35,197.98,186.34,23.29,115.448260869565,3,11.5,9.3,60,9
2016-08-15,2016-08-15,6,8,0,22.96,22.96,21.81,88.97,106.76,50.89,11.6500000000001,-104.82,69.87,31.5420833333334,5,7.5,5.6,40,6
2016-08-16,2016-08-16,21,6,22,36.36,13.01,12.62,165.31,57.4,59.69,93.17,314.44,-93.17,-58.2295833333333,3,7.2,6.5,100,3
2016-08-17,2016-08-17,7,16,12,24.3,20.28,18.75,103.89,49.36,72.71,23.2900000000001,-46.58,46.5899999999999,-52.4058333333333,3,16.2,12.8,80,6
2016-08-18,2016-08-18,22,18,21,38.27,35.77,30.61,117.29,136.8,108.48,-69.88,104.81,34.9400000000001,-21.7730434782609,4,20.9,12.8,120,7
2016-08-19,2016-08-19,22,14,23,47.45,27.36,25.26,186.54,130.29,159.38,81.52,11.65,69.88,99.7495652173913,4,11.6,9.4,70,12
2016-08-20,2016-08-20,12,16,10,30.99,30.99,27.55,259.25,162.82,191.33,407.61,34.9400000000001,139.75,159.161666666667,5,2.9,3.5,240,10
2016-08-21,2016-08-21,15,13,14,67.15,52.04,41.71,451.15,253.51,243.75,244.57,966.62,151.4,268.345833333333,6,6.4,5.6,230,10
2016-08-22,2016-08-22,2,23,13,28.32,26.02,14.35,58.35,149.43,37.12,209.63,232.92,-116.46,-69.3908333333333,4,11.3,8.3,70,11
2016-08-23,2016-08-23,17,16,10,60.46,51.27,36.55,272.83,255.61,223.47,244.57,186.33,139.75,-19.89625,5,6.4,5.6,90,10
2016-08-24,2016-08-24,14,8,22,45.35,38.08,23.73,204.72,227.29,57.4,-163.05,-58.23,-58.23,-126.081739130435,4,10.1,7.5,70,10
2016-08-25,2016-08-25,21,16,15,31.19,23.34,10.52,212.76,52.81,35.2,139.75,-58.23,-11.65,-62.1116666666667,4,8.5,5.9,60,11
2016-08-26,2016-08-26,20,13,21,63.52,56.63,53,327.55,344,140.63,221.27,186.34,58.23,42.7033333333333,7,9.4,7,220,9
2016-08-27,2016-08-27,15,7,16,41.71,38.27,36.16,168.37,232.27,203.96,-23.29,116.46,69.8799999999999,42.21625,6,7,4.5,80,9
2016-08-28,2016-08-28,19,22,23,48.41,44.58,30.04,224.04,191.52,110.01,279.5,174.7,221.27,181.483333333333,5,4.8,7.3,10,6
2016-08-29,2016-08-29,22,23,21,46.3,44.01,37.69,148.66,120.34,126.66,116.47,104.81,244.56,52.8920833333333,5,9.3,8.6,50,4
2016-08-30,2016-08-30,16,17,14,131.83,110.4,101.21,416.71,278.77,285.85,163.04,-221.27,197.99,-72.4082608695652,8,6.3,4,30,9
2016-08-31,2016-08-31,19,21,22,53.58,48.41,47.26,271.88,169.9,190.56,-151.4,302.79,139.76,48.52625,7,5.7,4,210,8
2016-09-01,2016-09-01,18,19,16,58.16,50.89,48.02,279.53,219.45,247,-11.6500000000001,-559.01,93.16,9.70458333333333,5,NA,NA,NA,8
2016-09-02,2016-09-02,16,21,19,54.72,54.53,52.61,291.96,217.73,209.12,314.45,221.28,221.27,179.059166666667,4,NA,NA,NA,8
2016-09-03,2016-09-03,13,12,16,123.79,108.86,93.37,545.86,519.84,331.19,-163.05,11.64,197.99,48.0370833333333,6,NA,NA,NA,7
2016-09-04,2016-09-04,22,21,18,41.71,40.38,39.03,82.27,91.26,69.64,23.3,81.52,-34.9400000000001,-24.2629166666667,4,NA,NA,NA,10
2016-09-05,2016-09-05,4,1,2,47.26,44.01,41.91,116.33,95.47,99.11,116.46,710.41,244.57,24.0673333333333,4,NA,NA,NA,4
2016-09-06,2016-09-06,8,18,7,58.54,52.23,40.94,281.82,205.87,180.23,23.29,-186.34,-46.58,-18.44,5,NA,NA,NA,4
2016-09-07,2016-09-07,7,13,11,66.39,59.7,32.33,270.53,269.19,181.77,-23.3000000000001,34.9400000000001,454.19,114.667692307692,4,NA,NA,NA,4
2016-09-08,2016-09-08,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5
2016-09-09,2016-09-09,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4
2016-09-10,2016-09-10,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2
2016-09-11,2016-09-11,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,12
2016-09-12,2016-09-12,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,11
2016-09-13,2016-09-13,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,11
2016-09-14,2016-09-14,15,14,12,183.86,85.14,78.44,378.83,224.81,269.58,81.52,23.2900000000001,186.34,-39.305,9,NA,NA,NA,9
2016-09-15,2016-09-15,12,11,7,137.56,120.53,66.97,441.77,419.39,261.35,209.62,128.1,-128.11,12.6170833333333,8,NA,NA,NA,8
2016-09-16,2016-09-16,17,21,12,56.44,52.43,49.56,267.67,280.68,164.73,489.13,232.92,442.55,172.264166666667,6,NA,NA,NA,10
2016-09-17,2016-09-17,16,22,11,98.34,57.97,54.72,483.3,282.01,264.99,-23.2900000000001,279.5,244.57,91.7124999999999,6,NA,NA,NA,8
2016-09-18,2016-09-18,17,15,16,105.42,83.99,83.42,491.71,302.68,239.73,454.2,244.56,46.58,272.712083333333,7,NA,NA,NA,8
2016-09-19,2016-09-19,7,8,10,36.16,34.82,34.25,129.34,183.67,159.95,-128.1,-58.23,81.5200000000001,72.7866666666667,NA,NA,NA,NA,NA
