"site","date","o3_ug","no2_ug","nox_ug","so2_ug","rsp","fsp","co_ug"
"TP_HK",2014-09-01,53.1931330472103,44.4692417739628,NA,3.75393419170243,33.7156862745098,22.1606145251397,NA
"TP_HK",2014-10-01,86.7798913043478,47.1453804347826,NA,3.32472826086957,56.9499323410014,37.043301759134,NA
"TP_HK",2014-11-01,60.2557471264368,46.6954022988506,NA,1.76867816091954,47.9469914040115,32.2005730659026,NA
"TP_HK",2014-12-01,58.2527173913044,51.5529891304348,NA,4.32065217391304,57.753052917232,38.1411126187246,NA
"TW_HK",2014-01-01,51.300136425648,82.6784741144414,123.608991825613,20.7057220708447,68.8132611637348,46.15,1079.11323328786
"TW_HK",2014-02-01,35.8157099697885,54.6206373292868,101,13.8368580060423,36.2421524663677,25.5943113772455,701.010719754977
"TW_HK",2014-03-01,36.7313432835821,62.7449392712551,145.982456140351,16.4628879892038,47.9256661991585,33.2709219858156,710.661268556005
"TW_HK",2014-04-01,48.7842031029619,58.6793785310734,100.915254237288,13.540197461213,40.2077727952167,27.5800604229607,798.36389280677
"TW_HK",2014-05-01,25.025,46.0893854748603,102.530726256983,14.4555555555556,25.6781115879828,16.1816881258941,606.722222222222
"TW_HK",2014-06-01,29.4957386363636,48.1789772727273,89.7471590909091,14.8494318181818,31.5897435897436,20.472263868066,565.15625
"TW_HK",2014-07-01,21.1232686980609,49.1418636995828,90.9248956884562,15.3356449375867,29.9344490934449,19.460244648318,467.13296398892
"TW_HK",2014-08-01,18.4016620498615,45.6508379888268,94.409217877095,14.292243767313,23.8613728129206,13.9281345565749,487.257617728532
"TW_HK",2014-09-01,35.9747899159664,55.7629009762901,89.0376569037657,14.4811715481172,36.3190883190883,24.9215406562054,815.36959553696
"TW_HK",2014-10-01,74.7534818941504,59.1083333333333,74.7763888888889,11.9305555555556,58.5853994490358,38.2510176390773,782.805555555556
"TW_HK",2014-11-01,47.0253521126761,58.1338028169014,83.6366197183099,12.3492957746479,46.5048951048951,32.4769874476987,714.830985915493
"TW_HK",2014-12-01,40.4958904109589,62.8041095890411,94.6027397260274,15.9712328767123,52.8526603001364,34.858310626703,850.493150684931
"YL_HK",2014-01-01,46.3903448275862,77.7796143250689,135.730027548209,19.362258953168,93.7864864864865,64.9391891891892,1027.9476584022
"YL_HK",2014-02-01,34.9984662576687,45.749226006192,87.3343653250774,11.4877300613497,49.4776119402985,34.1526946107784,730.812883435583
"YL_HK",2014-03-01,37.5867208672087,56.0122116689281,91.157394843962,10.2971506105834,54.1336146272855,37.3565573770492,757.706919945726
"YL_HK",2014-04-01,50.3871906841339,53.3052325581395,78.3357558139535,9.69040697674419,45.862969004894,32.3245901639344,730.087209302326
"YL_HK",2014-05-01,32.6517006802721,38.8021680216802,66.2967479674797,8.14343707713126,24.7547683923706,14.6188466947961,531.745602165088
"YL_HK",2014-06-01,37.2914862914863,40.8200290275762,68.422351233672,9.47024673439768,30.2248939179632,20.7754237288136,504.502164502164
"YL_HK",2014-07-01,28.445530726257,41.927374301676,72.5824022346369,8.44319775596073,28.1720867208672,18.6529492455418,428.715083798883
"YL_HK",2014-08-01,23.6944065484311,39.168275862069,73.3172413793103,8.82377049180328,20.9874125874126,13.3459459459459,471.798365122616
"YL_HK",2014-09-01,45.3394625176803,48.5859154929577,79.6478873239437,10.3450704225352,38.0808926080893,26.0070821529745,616.845070422535
"YL_HK",2014-10-01,78.8435277382646,54.7128712871287,69.5884016973126,9.42454160789845,67.3451086956522,46.5599455040872,743.822284908322
"YL_HK",2014-11-01,41.7960618846695,58.3566433566434,86.2083916083916,9.27552447552448,60.4068767908309,45.3098591549296,749.090909090909
"YL_HK",2014-12-01,33.7786998616874,66.8927097661623,108.702888583219,11.3067400275103,81.899721448468,58.7053206002728,919.257221458047
